term_str,fear_structural,fear_conflict,fear_affective,fear_breakdown
bitter,0,1,1,1
bitterness,0,0,1,1
bituminous,0,0,0,0
bizarre,0,0,1,0
black#1,0,0,0,0
black#2,1,0,0,0
black#3,0,0,0,0
black#4,0,0,0,0
blackmail,1,0,1,0
blade,0,0,0,0
blah,0,0,1,0
blame#1,0,1,1,0
blame#2,0,1,1,0
blameless,0,0,0,0
bland,0,0,1,0
blanket,0,0,0,0
blast#1,1,1,1,0
blast#2,1,1,1,0
blatant,0,1,1,0
bleak,0,0,2,0
bleed#1,0,0,0,0
bleed#2,0,0,0,0
blemish,0,0,1,0
bless#1,0,0,0,0
bless#2,0,0,0,0
bless#3,0,0,0,0
blind#1,0,0,1,0
blind#2,0,1,1,0
blind#3,0,0,1,0
blind#4,0,1,1,0
blind#5,0,0,0,0
blindness,0,0,1,0
blink#1,0,0,0,0
blink#2,0,0,0,0
bliss,0,0,0,0
blissful,0,0,0,0
blithe,0,0,0,0
blizzard,0,0,0,0
bloc,1,1,0,0
block#1,0,1,1,0
block#2,1,2,1,0
blockade,1,1,0,0
blockhead,0,0,1,1
blood,0,0,0,0
bloodshed,0,1,1,1
bloodthirsty,1,2,1,0
bloody,0,0,1,0
bloom,0,0,0,0
blossom,0,0,0,0
blow#1,2,2,1,0
blow#2,0,2,0,0
blow#3,2,1,1,0
blower,0,0,0,0
blown#1,0,0,0,0
blue#1,0,0,0,1
blue#2,0,0,0,0
blue#3,0,0,0,0
blue#4,1,0,0,0
blunder,0,0,1,1
blunt,0,1,1,0
blur,0,0,1,0
blurt,0,1,1,0
board#1,2,0,0,0
board#2,0,0,0,0
board#3,0,0,0,0
board#4,0,0,0,0
board#5,0,0,0,0
board#6,0,0,0,0
board#7,0,0,2,0
board#8,0,0,0,0
board#9,0,0,0,0
board#_10,0,0,0,0
boarder,0,0,0,0
boast,1,0,1,0
boastful,1,0,1,0
boat,0,0,0,0
boatswain,0,0,0,0
body#1,0,0,0,0
body#2,0,0,0,0
body#3,0,0,0,0
body#4,2,1,0,0
body#5,0,0,0,0
bogus,0,0,1,0
boil#1,0,0,0,0
boil#2,0,0,0,0
boisterous,0,1,1,0
bold,0,1,0,0
boldness,1,1,0,0
bolivia,0,0,0,0
bolster,0,1,0,0
bolt,0,0,1,1
bomb#1,2,2,1,0
bomb#2,2,2,1,0
bombard,0,1,1,0
bombardment,0,1,1,0
bond,0,1,0,0
bondage,1,0,1,0
bone,0,0,0,0
bonny,0,0,0,0
bonus,0,0,0,0
book,0,0,0,0
bookkeeping,0,0,0,0
boom,0,1,0,0
boost#1,0,1,0,0
boost#2,0,1,0,0
boot,1,0,1,0
border#1,0,0,0,0
border#2,0,0,0,0
bore#1,0,0,2,0
bore#2,0,0,0,0
bore#3,0,1,0,0
bore#4,0,0,0,0
bore#5,0,0,2,0
bore#6,0,0,2,0
boredom,0,0,1,0
born,0,0,0,0
borne,0,0,0,0
borrow#1,0,0,0,0
borrow#2,0,0,0,0
bosom,0,0,0,0
boss,2,1,0,0
boston,0,0,0,0
both#1,0,0,0,0
both#2,0,0,0,0
both#3,0,0,0,0
bother#1,0,1,2,0
bother#2,0,0,0,0
bother#3,0,0,2,0
bothersome,0,0,2,0
bottle,0,0,0,0
bottom,0,0,0,0
bought,0,0,0,0
boulder,0,0,0,0
boulevard,0,0,0,0
bounce,0,0,0,0
bound#1,0,0,0,0
bound#2,0,1,0,0
bound#3,0,0,1,0
bound#4,0,0,0,0
bound#5,0,0,0,0
boundary,0,0,0,0
boundless,0,1,0,0
bountiful,0,1,0,0
bounty,0,0,0,0
bourgeois,1,0,0,0
bourgeoisie,1,0,0,0
bout,2,1,1,0
bow#1,2,0,0,0
bow#2,1,0,0,0
bow#3,1,0,0,0
bower,0,0,0,0
bowl#1,0,0,0,0
bowl#2,0,0,0,0
box#1,0,0,0,0
box#2,2,2,1,0
box#3,1,0,0,0
box#4,0,1,0,0
boxer,0,1,0,0
boy,0,0,0,0
boycott#1,2,1,0,0
boycott#2,2,1,0,0
brace#1,0,1,0,0
brace#2,0,1,0,0
brag,1,0,1,0
brain,0,0,0,0
brainy,0,0,0,0
brake,0,0,0,0
branch#1,0,0,0,0
branch#2,0,0,0,0
branch#3,0,0,0,0
brand#1,0,0,0,0
brand#2,0,1,0,0
brandish,2,2,1,0
brandy,0,0,0,0
brass,0,0,0,0
brat,0,0,1,0
bravado,1,1,1,0
brave,1,1,0,0
bravery,1,1,0,0
brawl,0,1,1,0
brazen,1,1,1,0
brazil,0,0,0,0
breach,0,2,1,0
bread,0,0,0,0
breadwinner,0,0,0,0
break#1,0,2,1,0
break#2,0,0,0,0
break#3,0,0,0,0
break#4,0,1,1,0
break#5,2,0,1,1
breakdown,2,0,1,1
breaker,0,0,0,0
breakfast,0,0,0,0
breast,0,0,0,0
breath#1,0,0,0,0
breath#2,0,0,0,0
breathless,0,0,0,0
breed#1,0,0,0,0
breed#2,0,0,0,0
breeze,0,0,0,0
bribe,0,0,1,0
bride,0,0,0,0
bridge#1,0,0,0,0
bridge#2,0,0,0,0
bridge#3,0,1,0,0
brief,0,0,0,0
bright,0,0,0,0
brightness,0,0,0,0
brilliance,0,0,0,0
brilliant,0,0,0,0
bring#1,0,0,0,0
bring#2,1,0,0,0
bring#3,0,0,0,0
bring#4,1,0,0,0
bring#5,1,0,0,0
bring#6,0,0,0,0
bring#7,0,0,0,0
bristle,0,1,1,0
britain,0,0,0,0
british,0,0,0,0
brittle,0,0,1,0
broad,0,1,0,0
broadcast#1,0,0,0,0
broadcast#2,0,0,0,0
broaden,0,1,0,0
broadness,0,1,0,0
broke#1,0,2,0,0
broke#2,0,0,0,0
broke#3,0,0,1,0
broke#4,0,0,0,0
broke#5,0,1,1,0
broke#6,0,0,1,0
broke#7,0,0,1,1
broken#1,0,0,0,0
broken-hearted,0,0,1,1
broker,0,0,0,0
bronze,0,0,0,0
brood,0,0,1,1
brother,0,0,0,0
brotherhood,0,1,0,0
brotherly,0,0,0,0
brought#1,0,0,0,0
brown,0,0,0,0
bruise,0,0,1,1
brush#1,0,0,0,0
brush#2,0,0,0,0
brusque,0,1,1,0
brutal,0,0,0,0
brutality,0,2,1,0
brute,0,1,1,0
brutish,0,1,1,0
bubble#1,0,0,0,0
bubble#2,0,0,0,0
buckle,0,0,1,1
buddy,0,0,0,0
budget,0,0,0,0
budgetary,0,0,0,0
buffalo,0,0,0,0
bug#1,0,0,0,0
bug#2,0,1,1,0
build#1,0,0,0,0
build#2,0,0,0,0
build#3,0,1,0,0
build#4,1,1,0,0
build#5,0,0,0,0
builder,0,0,0,0
built#1,0,0,0,0
bulgaria,0,0,0,0
bulk,0,1,0,0
bull,0,0,0,0
bullet,2,2,1,0
bulletin,0,0,0,0
bum,0,0,1,0
bunch,0,0,0,0
bundle,0,0,0,0
bungle,0,0,1,0
bunk,0,0,0,0
buoyant,0,1,0,0
burden#1,0,0,1,0
burden#2,0,0,1,0
burdensome,0,0,1,1
bureau,1,0,0,0
bureaucracy,1,0,0,0
bureaucratic,1,0,0,0
burglar,0,1,1,0
burglary,0,1,1,0
burial,0,0,0,0
burma,0,0,0,0
burmese,0,0,0,0
burn#1,0,0,1,0
burn#2,0,0,1,0
burn#3,0,0,1,0
burn#4,0,0,1,0
burnt#1,0,0,0,0
burst#1,0,1,0,0
burst#2,0,1,0,0
burundi,0,0,0,0
bury,0,0,1,0
bus,0,0,0,0
bush,0,0,0,0
business#1,0,0,0,0
business#2,0,0,0,0
business#3,0,0,0,0
businessman,0,0,0,0
businessmen,0,0,0,0
busy,0,1,0,0
busybody,0,0,1,0
but,0,0,0,0
butcher,0,0,0,0
butchery,0,2,1,0
butter,0,0,0,0
buy#1,0,0,0,0
buy#2,0,0,0,0
buzzard,0,0,0,0
by,0,0,0,0
cabin,0,0,0,0
cabinet,1,0,0,0
cadillac,0,0,0,0
cafe,0,0,0,0
cage,1,0,0,0
cake,0,0,0,0
calamity,0,0,1,1
calcium,0,0,0,0
calculate#1,0,0,0,0
calculate#2,0,0,0,0
calculation,0,0,0,0
calendar,0,0,0,0
california,0,0,0,0
call#1,0,0,0,0
call#2,0,0,0,0
call#3,0,0,0,0
call#4,0,0,0,0
call#5,0,0,0,0
caller,0,0,0,0
callous,0,1,1,0
calm#1,0,0,0,0
calm#2,0,0,0,0
calm#3,0,0,0,0
calmness,0,0,0,0
cambodia,0,0,0,0
came#1,0,0,0,0
camel,0,0,0,0
camera,0,0,0,0
cameroon,0,0,0,0
cameroun,0,0,0,0
camp#1,1,0,0,0
camp#2,0,0,0,0
camp#3,0,0,0,0
camp#4,0,0,0,0
campaign#1,3,0,0,0
campaign#2,2,0,0,0
campaigner,1,0,0,0
campus,0,0,0,0
can,0,1,0,0
can't,0,0,0,0
canada,0,0,0,0
cancel,0,0,1,0
cancellation,0,0,1,0
cancer,0,0,1,0
candid,0,1,0,0
candidate,1,0,0,0
candle,0,0,0,0
candor,0,1,0,0
candy,0,0,0,0
cannery,0,0,0,0
cannibal,0,1,1,0
cannon,2,2,1,0
cannot,0,0,0,0
canoe,0,0,0,0
canvas#1,0,0,0,0
canvas#2,0,0,0,0
canyon,0,0,0,0
cap,0,0,0,0
capability,1,1,0,0
capable,1,1,0,0
capacity#1,1,1,0,0
capacity#2,0,0,0,0
capital#1,0,1,0,0
capital#2,1,0,1,0
capital#3,0,0,0,0
capital#4,0,0,0,0
capitalism,1,0,0,0
capitalize,1,1,0,0
capitol,1,0,0,0
capitulate,0,0,1,1
capricious,0,0,1,0
capsize,0,0,1,1
captain,2,1,0,0
captivation,0,0,0,0
captive,0,0,1,0
capture#1,1,0,1,0
capture#2,2,2,1,0
car,0,0,0,0
card,0,0,0,0
cardinal,0,0,0,0
care#1,0,0,0,0
care#2,0,0,0,0
care#3,0,0,0,0
careen,0,0,1,0
career,0,0,0,0
carefree,0,0,0,0
careful,0,0,0,0
careless,0,0,1,0
carelessness,0,0,1,0
caress#1,0,0,0,0
caress#2,0,0,0,0
carolina,0,0,0,0
carpenter,0,0,0,0
carriage,0,0,0,0
carrier,0,0,0,0
carry#1,0,1,0,0
carry#2,0,1,0,0
carry#3,0,0,0,0
carry#4,0,0,0,0
carry#5,0,0,0,0
cartel,0,0,0,0
case#1,0,0,0,0
case#2,0,0,0,0
case#3,0,0,0,0
case#4,0,0,0,0
casework,0,0,0,0
cash#1,0,0,0,0
cash#2,0,0,0,0
cast#1,0,1,0,0
cast#2,1,1,0,0
cast#3,0,1,0,0
cast#4,0,0,0,0
castle,1,0,0,0
castrate,0,0,0,0
casual,0,0,0,0
casualty,0,0,1,0
cat,0,0,0,0
cataclysm,0,1,1,0
catastrophe,0,0,1,0
catch#1,1,1,0,0
catch#2,0,0,0,0
catch#3,0,0,1,0
catch#4,0,1,0,0
catcher,0,0,0,0
category,0,0,0,0
cathedral,0,0,0,0
catholic,0,0,0,0
cattle,0,0,0,0
caught#1,1,2,0,0
caught#2,0,1,0,0
causal,0,1,0,0
cause#1,1,1,0,0
cause#2,0,0,0,0
cause#3,0,1,0,0
cause#4,0,0,0,0
caution#1,0,0,0,0
caution#2,0,0,0,0
cautious,0,0,0,0
cavalry,1,1,0,0
cave#1,0,0,0,0
cave#2,1,0,1,0
cease,0,0,0,0
ceaseless,0,0,0,0
ceiling,0,0,0,0
celebrate,0,0,0,0
celebration,0,0,0,0
celebrity,1,0,0,0
cell,0,0,0,0
cellar,0,0,0,0
cement#1,0,1,0,0
cement#2,1,1,0,0
censor,1,0,1,0
censorship,1,0,1,0
censure,1,1,1,0
census,0,0,0,0
cent,0,0,0,0
center#1,0,1,0,0
center#2,0,1,0,0
centimeter,0,0,0,0
centimetre#1,0,0,0,0
central,0,1,0,0
central-america,0,0,0,0
centre#1,0,0,0,0
century,0,0,0,0
cereal,0,0,0,0
ceremonial,0,0,0,0
ceremony,0,0,0,0
certain#1,0,1,0,0
certain#2,0,1,0,0
certain#3,0,1,0,0
certain#4,0,1,0,0
certainty,0,1,0,0
certificate,1,0,0,0
certification,1,0,0,0
certify,1,0,0,0
cessation,1,0,0,0
ceylon,0,0,0,0
chad,0,0,0,0
chafe,0,0,1,1
chain#1,0,0,0,0
chain#2,0,0,0,0
chair,0,0,0,0
chairman,2,1,0,0
chairmen,2,1,0,0
challenge#1,1,1,1,0
challenge#2,2,2,1,0
challenge#3,0,0,0,0
chamber,1,0,0,0
champ,1,1,0,0
champion,1,1,0,0
championship,1,1,0,0
chance#1,0,0,0,0
chance#2,0,0,0,0
chance#3,0,0,0,0
chance#4,0,0,0,0
chance#5,0,0,0,0
chancellor,2,1,0,0
change#1,0,0,0,0
change#2,0,0,0,0
change#3,0,0,0,0
change#4,0,0,0,0
changeable,0,0,0,0
channel#1,0,0,0,0
channel#2,1,0,0,0
chaos,2,0,1,1
chaotic,2,0,1,1
chapel,0,0,0,0
chapter,0,0,0,0
character#1,0,0,0,0
character#2,0,0,0,0
character#3,0,0,0,0
characterise#1,0,0,0,0
characteristic,0,0,0,0
characterize,0,0,0,0
charge#1,2,1,0,0
charge#2,0,1,1,0
charge#3,0,2,1,0
charge#4,0,0,0,0
charge#5,0,0,0,0
charge#6,0,2,1,0
charge#7,0,2,1,0
charge#8,0,1,0,0
charge#9,0,1,0,0
charisma,0,1,0,0
charitable,0,0,0,0
charity,0,0,0,0
charm#1,0,0,0,0
charm#2,0,0,0,0
chart#1,0,0,0,0
chart#2,0,0,0,0
charter#1,1,0,0,0
charter#2,1,0,0,0
chase#1,0,1,1,0
chase#2,0,1,1,0
chaste,0,0,0,0
chastise,1,1,1,0
chat#1,0,0,0,0
chatter#1,0,0,0,0
chatter#2,0,0,0,0
cheap,0,0,1,0
cheapen,0,0,1,0
chearful,0,0,0,0
cheat#1,0,0,0,0
cheat#2,0,1,0,0
cheater,0,0,1,0
check#1,0,0,0,0
check#2,1,0,0,0
check#3,0,0,0,0
checker,0,0,0,0
cheek,0,0,0,0
cheer,0,0,0,0
cheerful,0,0,0,0
cheerfulness,0,0,0,0
cheery,0,0,0,0
chemical,0,0,0,0
chemistry,0,0,0,0
cheque,0,0,0,0
cherish#1,0,0,0,0
cherish#2,0,0,0,0
cherub,0,0,0,0
chest,0,0,0,0
chic,0,0,0,0
chicago,0,0,0,0
chicken,0,0,0,0
chide,1,1,1,0
chief#1,1,1,0,0
chief#2,0,1,0,0
chief#3,0,1,0,0
child,0,0,0,0
childhood,0,0,0,0
childish,0,0,1,0
childlike,0,0,0,0
children,0,0,0,0
chile,0,0,0,0
chill#1,0,0,0,0
chill#2,0,0,0,0
chilly,0,0,0,0
chin,0,0,0,0
china,0,0,0,0
chinese,0,0,0,0
chip#1,0,0,0,0
chip#2,0,1,0,0
chivalrous,0,0,0,0
chivalry,0,0,0,0
choice,0,0,0,0
choke#1,0,0,1,0
choke#2,0,1,1,0
choose,0,0,0,0
chore,0,0,1,0
chose,0,0,0,0
chosen#1,0,0,0,0
chosen#2,0,0,0,0
christ,0,0,0,0
christendom,1,0,0,0
christian,0,0,0,0
christianity,0,0,0,0
christmas,0,0,0,0
chronic,0,0,1,0
chuckle#1,0,0,0,0
chuckle#2,0,0,0,0
chum,0,0,0,0
church,0,0,0,0
cigarette,0,0,0,0
circle#1,0,0,0,0
circle#2,0,1,0,0
circle#3,0,0,1,0
circular,0,0,0,0
circulate,0,0,0,0
circulation,0,0,0,0
circumstance,0,0,0,0
cite#1,0,0,0,0
cite#2,0,0,0,0
citizen,1,0,0,0
citizenship,1,0,0,0
city,0,0,0,0
civic,1,0,0,0
civil#1,1,0,0,0
civil#2,1,0,0,0
civil#3,2,0,0,0
civil#4,1,0,0,0
civil#5,1,0,0,0
civilian,1,0,0,0
civilisation#1,0,0,0,0
civilise#1,0,0,0,0
civility,0,0,0,0
civilization,0,0,0,0
civilize#1,0,0,0,0
civilize#2,1,0,0,0
claim#1,1,0,0,0
claim#2,1,0,0,0
clamor,0,0,1,1
clamorous,0,0,1,1
clandestine,0,0,0,0
clarification,0,0,0,0
clarify,0,0,0,0
clarity,0,0,0,0
clash,1,1,1,0
class,0,0,0,0
classic,0,0,0,0
classical,0,0,0,0
classification,0,0,0,0
classify#1,0,0,0,0
classify#2,0,0,0,0
classroom,0,0,0,0
clatter,0,0,1,1
clay,0,0,0,0
clean#1,0,0,0,0
clean#2,0,0,0,0
clean#3,0,0,0,0
cleanliness,0,0,0,0
cleanse,0,0,0,0
clear#1,0,0,0,0
clear#10,0,0,0,0
clear#2,0,0,0,0
clear#3,0,0,0,0
clear#4,0,0,0,0
clear#5,0,0,0,0
clear#6,1,0,0,0
clear#7,0,0,0,0
clear#8,0,0,0,0
clear#9,0,0,0,0
clear#_10,0,0,0,0
clearance,0,0,0,0
clearness,0,0,0,0
clergyman,0,0,0,0
clerk,0,0,0,0
clever,0,1,0,0
click#1,0,0,0,0
click#2,0,0,0,0
client,0,0,0,0
cliff,0,0,0,0
climate,0,0,0,0
climax,0,1,0,0
climb,0,1,0,0
cling,0,0,0,0
clinic,0,0,0,0
clinical,0,0,0,0
clique,0,0,1,0
clock#1,0,0,0,0
clock#2,0,0,0,0
clog,0,0,1,1
close#1,0,0,0,0
close#2,0,0,1,0
close#3,0,0,0,0
close#4,0,0,0,0
close#5,0,0,0,0
close#6,0,0,0,0
close#7,0,0,1,0
close#8,0,0,0,0
closeness,0,0,0,0
closet,0,0,0,0
cloth,0,0,0,0
clothe#1,0,0,0,0
clothe#2,0,0,0,0
clothe#3,0,0,0,0
cloud,0,0,0,0
clout,1,1,0,0
club#1,1,1,0,0
club#2,2,2,1,0
club#3,2,2,1,0
club#4,0,0,0,0
clue,0,0,0,0
clumsy,0,0,1,0
clung,0,0,0,0
cluster#1,0,1,0,0
cluster#2,0,1,0,0
clutter,0,0,1,0
co,0,0,0,0
co-operation,1,0,0,0
co-ordinate,1,0,0,0
co-ordination,1,0,0,0
co.,0,0,0,0
coach#1,0,0,0,0
coach#2,0,0,0,0
coachman,0,0,0,0
coal,0,0,0,0
coalition,2,1,0,0
coarse,0,0,1,0
coarseness,0,0,1,0
coast#1,0,0,0,0
coast#2,0,0,0,0
coat#1,0,0,0,0
coat#2,0,0,0,0
coax,0,0,0,0
cockiness,1,1,1,0
cockpit,0,0,0,0
cocktail,0,0,0,0
cocky,1,1,1,0
cocoa,0,0,0,0
coddle,0,0,0,0
code#1,0,0,0,0
code#2,0,0,0,0
coerce,1,0,1,0
coercion,1,0,1,0
coercive,1,0,1,0
coexistence,1,0,0,0
coffee,0,0,0,0
coffin,0,0,0,0
cogent,1,1,0,0
cognizance,0,0,0,0
cognizant,0,0,0,0
coherent,0,1,0,0
cohesion,0,1,0,0
cohesive,1,0,0,0
cohesiveness,1,0,0,0
cohort,0,0,0,0
coin,0,0,0,0
coincide,0,0,0,0
coincidence,0,0,0,0
coincident,0,0,0,0
cold#1,0,0,1,0
cold#2,0,0,1,0
cold#3,2,1,1,0
cold#4,0,0,0,0
cold#5,0,0,0,0
cold#6,0,1,1,0
collaborate,0,0,0,0
collaboration,1,1,0,0
collapse#1,0,0,2,0
collapse#2,0,0,2,0
collar#1,0,0,0,0
collar#2,1,1,0,0
collateral,0,0,0,0
colleague,1,0,0,0
collect#1,0,1,0,0
collect#2,0,0,0,0
collect#3,0,0,0,0
collection,0,0,0,0
collective,1,1,0,0
collectivism,1,0,0,0
collectivity,1,0,0,0
college,0,0,0,0
collide,0,1,1,0
collision,0,1,1,0
collusion,0,0,1,0
colonel,1,1,0,0
colonial,1,0,0,0
colony,1,0,1,0
color#1,0,0,0,0
color#2,1,0,0,0
color#3,0,0,0,0
color#4,0,0,0,0
colorado,0,0,0,0
colorful,0,0,0,0
colossal,0,0,0,0
columbia,0,0,0,0
column,0,0,0,0
combat#1,2,2,1,0
combat#2,2,2,1,0
combatant,0,1,1,0
combination,0,0,0,0
combine#1,0,1,0,0
combine#2,0,1,0,0
combustion,0,1,0,0
come#1,0,0,0,0
come#2,0,0,0,0
come#3,0,0,0,0
come#4,0,0,0,0
come#5,0,0,0,0
come#6,0,0,0,0
come#7,0,0,0,0
come#8,0,0,0,0
comeback,0,1,0,0
comedy,0,0,0,0
comely,0,0,0,0
comer,0,0,0,0
comestible,0,0,0,0
comfort#1,0,1,0,0
comfort#2,0,1,0,0
comfort#3,0,1,0,0
comfortable,0,1,0,0
comforter,0,0,0,0
comic,0,0,0,0
comical,0,0,0,0
command#1,2,1,0,0
command#2,2,1,0,0
commander,2,1,0,0
commemorate,0,0,0,0
commemoration,0,0,0,0
commence,0,0,0,0
commencement,0,0,0,0
commend,0,0,0,0
commendable,0,0,0,0
commendation,0,0,0,0
commensurate,0,0,0,0
comment#1,0,0,0,0
comment#2,0,0,0,0
commerce,0,0,0,0
commercial,0,0,0,0
commiseration,0,0,1,1
commission,1,1,0,0
commissioner,2,1,0,0
commit#1,0,0,1,0
commit#2,0,0,0,0
commit#3,0,0,0,1
commitment,0,0,0,0
committee,2,1,0,0
commodious,0,0,0,0
commodity,0,0,0,0
common#1,0,0,0,0
common#2,0,0,0,0
common#3,1,0,0,0
common#4,0,0,0,0
common#5,0,0,0,0
common#6,0,0,0,0
common#7,1,0,0,0
common-market,0,0,0,0
commoner,1,0,1,0
commonplace,0,0,1,0
commonsense,0,0,0,0
commonwealth,1,0,0,0
commotion,0,0,1,0
communal,0,0,0,0
commune,0,0,0,0
communicate#1,0,0,0,0
communicate#2,0,0,0,0
communication,0,0,0,0
communicative,0,0,0,0
communion,0,0,0,0
communique,0,0,0,0
communism,1,0,0,0
communist,1,0,0,0
community,1,1,0,0
commuter,0,0,0,0
companion,0,0,0,0
companionship,0,0,0,0
company#1,0,1,0,0
company#2,0,0,0,0
comparable,0,0,0,0
comparative,0,0,0,0
comparatively,0,0,0,0
compare,0,0,0,0
comparison,0,0,0,0
compartment,0,0,0,0
compass,0,0,0,0
compassion,0,0,0,0
compassionate,0,0,0,0
compatible,0,0,0,0
compatriot,1,0,0,0
compel#1,1,1,1,0
compel#2,2,2,1,0
compensate,0,1,0,0
compensation,0,0,0,0
compete,2,2,1,0
competence,0,1,0,0
competency,0,1,0,0
competent,0,1,0,0
competition,2,1,1,0
competitive,2,1,1,0
competitor,1,1,1,0
compile,0,0,0,0
complain,0,1,1,0
complaint,0,1,1,0
complement#1,0,0,0,0
complement#2,0,0,0,0
complementary,0,0,0,0
complete#1,0,1,0,0
complete#2,0,1,0,0
complete#3,0,0,0,0
complete#4,0,1,0,0
completeness,0,0,0,0
completion,0,0,0,0
complex,0,0,1,0
complexity,0,0,1,0
compliance,1,0,0,0
complicate#1,0,0,1,0
complicate#2,0,0,1,0
complication,0,0,1,0
complicity,0,0,1,0
compliment,0,0,0,0
comply,1,0,0,0
component,0,0,0,0
compose,0,0,0,0
composer,0,0,0,0
composite,0,0,0,0
composition,0,0,0,0
composure,0,1,0,0
compound#1,0,1,0,0
compound#2,0,1,0,0
comprehend,0,0,0,0
comprehension,0,0,0,0
comprehensive,0,0,0,0
compress#1,0,1,0,0
compress#2,0,1,0,0
compression,0,1,0,0
comprise,0,0,0,0
compromise#1,1,0,0,0
compromise#2,1,0,0,0
compulsion,1,2,1,0
compulsive,0,0,0,0
compulsory,1,0,0,0
compute,0,0,0,0
computer,0,0,0,0
conceal,0,1,1,0
concede,1,0,0,0
conceit,1,1,1,0
conceivable,0,0,0,0
conceive,0,0,0,0
concentrate#1,0,1,0,0
concentrate#2,0,1,0,0
concentration#1,0,1,0,0
concentration#2,0,1,0,0
concept,0,0,0,0
conception,0,0,0,0
concern#1,0,0,1,0
concern#2,0,0,1,1
concern#3,0,0,0,0
concern#4,0,0,0,0
concert,1,0,0,0
concession,1,0,0,0
conciliation,1,0,0,0
conciliatory,1,0,0,0
conclude,0,0,0,0
conclusion,0,0,0,0
conclusive,0,0,0,0
concrete,0,1,0,0
concur,1,0,0,0
concurred,0,0,0,0
concurrent,0,0,0,0
condemn#1,0,2,2,0
condemn#2,0,2,2,0
condemnation,0,1,1,0
condensation,0,0,0,0
condense,0,0,0,0
condescending,1,1,1,0
condescension,1,1,1,0
condition#1,0,0,0,0
condition#2,0,0,0,0
condition#3,0,0,0,0
condition#4,0,0,0,0
condition#5,0,0,0,0
condone,1,0,0,0
conducive,0,0,0,0
conduct#1,0,0,0,0
conduct#2,0,0,0,0
conduct#3,0,0,0,0
conduct#4,0,0,0,0
conductor,0,0,0,0
confederacy,1,0,0,0
confederate,1,0,0,0
confederation,0,0,0,0
confer,0,0,0,0
conference,0,0,0,0
confess,0,0,1,0
confession,0,0,1,0
confidant,0,0,0,0
confide,0,0,0,0
confidence#1,0,1,0,0
confidence#2,0,0,0,0
confident,1,1,0,0
configuration,0,0,0,0
confine#1,1,1,1,0
confine#2,2,1,1,0
confinement,0,0,1,0
confirm#1,0,1,0,0
confirm#2,0,1,0,0
confirmation,0,1,0,0
confiscate,1,0,1,0
confiscation,1,0,1,0
conflict#1,2,1,1,0
conflict#2,2,0,1,1
conflict#3,2,1,1,0
conflict#4,2,0,1,1
conform,1,0,0,0
conformist,1,0,0,0
conformity,1,0,0,0
confound,0,0,1,0
confront,2,2,1,0
confrontation,2,2,1,0
confuse#1,0,0,1,0
confuse#2,0,0,1,0
confuse#3,0,0,1,0
confuse#4,0,0,1,0
confusion,0,0,1,0
congenial,0,0,0,0
congested,0,0,1,0
congestion,0,0,1,0
congo,0,0,0,0
congratulate,0,0,0,0
congratulation,0,0,0,0
congratulatory,0,0,0,0
congregate,0,0,0,0
congregation,0,1,0,0
congregational,0,0,0,0
congress#1,2,1,0,0
congress#2,0,1,0,0
congressional,1,1,0,0
congressman,1,1,0,0
congressmen,2,1,0,0
conjunction,1,0,0,0
conjure,0,1,0,0
connect,0,0,0,0
connecticut,0,0,0,0
connection,0,0,0,0
conquer,2,1,0,0
conqueror,1,1,0,0
conquest,1,0,0,0
conscience,0,0,0,0
conscientious,0,0,0,0
conscious,0,0,0,0
consciousness,0,0,0,0
consecrate,0,0,0,0
consensus,1,0,0,0
consent#1,1,1,0,0
consent#2,1,1,0,0
consequence,0,0,0,0
consequent,0,0,0,0
conservation,0,0,0,0
conservatism,1,0,0,0
conservative#1,1,0,0,0
conservative#2,1,0,0,0
conservative#3,1,0,0,0
conserve,0,0,0,0
consider#1,0,0,0,0
consider#2,0,0,0,0
considerable#1,0,1,0,0
considerable#2,0,1,0,0
considerate,0,0,0,0
consideration#1,0,0,0,0
consideration#2,0,0,0,0
consign,0,0,0,0
consist,0,0,0,0
consistency,0,1,0,0
consistent,0,1,0,0
consolation,1,0,0,0
console,0,0,0,0
consolidate,0,1,0,0
consolidation,0,0,0,0
conspicuous,0,0,0,0
conspiracy,2,1,1,0
conspirator,1,0,1,0
conspire,0,0,1,0
constable,2,1,0,0
constancy,0,0,0,0
constant#1,0,1,0,0
constant#2,0,1,0,0
consternation,0,0,1,0
constituent,1,0,0,0
constitute,0,1,0,0
constitution,1,1,0,0
constitutional,0,1,0,0
constrain,2,2,1,0
constraint,2,1,1,0
construct,0,1,0,0
construction,0,1,0,0
constructive,0,1,0,0
construe,0,0,0,0
consult,0,0,0,0
consultant,0,0,0,0
consultation,0,0,0,0
consume,0,0,0,0
consumer,0,0,0,0
consummate,0,0,0,0
consumption,0,0,0,0
consumptive,0,1,1,0
contact#1,0,0,0,0
contact#2,0,0,0,0
contagious,0,0,1,0
contain,0,1,0,0
contaminate,0,1,1,0
contamination,0,1,1,0
contemplate,0,0,0,0
contemplation,0,0,0,0
contemporaneous,0,0,0,0
contempt,0,1,1,0
contemptible,0,1,1,0
contemptuous,0,1,2,0
contend,2,2,1,0
content#1,0,0,0,0
content#2,0,0,0,0
content#3,0,0,0,0
content#4,0,0,0,0
content#5,0,0,0,0
contention,2,1,0,0
contentment,0,0,0,0
contest#1,2,1,0,0
